,clusters
15577,13
39846,6
20313,5
26444,5
6813,3
305,10
28202,5
11496,8
10304,7
49344,7
10952,15
11293,10
31846,9
29973,15
42971,10
18232,7
36724,13
7714,7
7112,15
34288,13
37362,10
27069,15
33929,3
39625,14
41572,14
37850,11
4239,11
25069,12
26411,15
32401,14
38432,7
39350,7
17060,15
24919,15
13261,2
4117,15
37351,13
2846,5
43722,6
24433,3
43415,15
36857,10
47327,13
18031,15
45815,4
20991,10
25088,5
28735,7
38022,14
2700,15
22643,10
1392,11
25433,8
44665,12
44052,10
19492,7
30187,5
16130,15
42008,3
8312,11
48735,7
29602,14
47000,6
9691,5
2696,13
23610,11
1174,11
8929,4
3906,4
38134,5
46245,3
7259,4
13842,3
38955,1
15149,5
47893,11
40988,12
13860,11
4311,8
44491,7
45011,10
39713,11
36826,10
23424,7
38660,7
32576,8
45616,5
48455,13
23803,8
32005,11
42338,5
38137,13
34447,3
38659,15
47900,15
25156,1
12301,7
37670,4
15464,11
29668,4
39162,9
48292,3
35293,7
14478,13
36291,11
19767,5
525,4
17320,11
17746,7
19412,5
29382,0
25362,11
24005,12
20424,2
9181,5
395,9
39600,0
12294,15
3023,12
28278,10
46748,5
14045,11
33045,3
41463,9
7820,13
28936,15
36560,6
45939,10
14199,10
48160,7
17867,2
22763,11
36226,12
18682,11
22501,15
30295,2
2449,11
14749,11
137,7
6342,3
10105,10
34399,10
45535,5
24021,5
14860,10
31358,6
26172,15
21855,11
14637,0
37308,0
26749,12
1126,14
39592,11
49145,7
28991,9
45993,13
25604,11
20030,11
11281,11
36260,11
32857,15
19002,4
45995,6
46713,6
39492,13
226,11
29154,3
44238,7
15532,13
6648,5
31228,10
23739,3
18801,11
16642,11
21740,3
2802,15
1380,9
15102,9
27501,13
32185,3
32719,13
26842,15
23648,15
19215,2
3169,15
15034,14
39663,1
39561,10
38410,3
49492,10
2702,1
12772,11
35394,1
48664,11
11324,10
28822,15
21293,10
41382,4
24713,10
28731,8
32295,5
48258,14
26636,14
9038,1
26029,5
38538,2
15076,5
28984,8
48132,1
23647,15
18380,4
36401,3
30630,15
7459,11
34753,11
33897,2
6018,11
31885,8
46354,6
20883,3
16863,10
44653,11
32092,5
20794,11
2417,3
28632,11
3294,8
32253,15
18072,7
30669,0
35778,0
36697,11
36146,3
2268,15
41072,15
47708,9
3896,10
40960,1
14631,7
37533,15
2384,11
40534,13
34924,10
10043,4
45170,3
33285,10
526,14
20500,3
8150,0
43681,10
35379,14
22789,10
23249,10
26472,10
33681,11
28876,14
18204,1
47616,9
29048,5
22080,11
3442,10
17853,5
44674,10
18758,6
36313,3
38189,11
19330,1
43629,1
39370,8
27781,3
37160,1
6360,11
24509,10
17962,5
23895,3
41578,11
28066,7
42933,7
45155,9
37928,15
4397,14
38454,9
43656,1
4528,15
29568,10
31801,4
30308,7
9491,7
31487,7
25941,7
14685,4
19017,2
1967,7
31395,6
47603,1
22277,13
3784,14
47567,3
42655,11
10824,11
145,2
22179,0
42149,2
18439,5
620,5
43647,15
39118,3
41794,4
24473,5
1989,10
32924,2
26923,5
3456,10
10448,10
7437,11
40379,13
7106,5
3903,5
40866,10
21699,15
20870,10
29587,6
3275,8
42068,11
47428,2
15948,5
10279,5
6299,11
43330,13
31948,15
24547,10
41034,11
12437,0
6893,5
14633,3
7200,12
10951,6
47434,3
14430,7
40205,1
12195,9
17015,15
47818,10
6205,11
30338,15
14845,10
26729,0
38540,8
13127,5
29765,11
31286,10
12257,3
20898,10
32862,3
21786,15
31910,15
45052,7
48997,11
33209,15
40491,10
11440,12
15211,5
16458,10
35824,11
39777,4
33275,3
22178,10
46371,8
19666,8
993,7
21029,15
43121,1
4542,9
3317,0
9856,6
21704,7
20425,15
4451,3
39556,1
30646,15
21926,9
26327,7
29099,14
11505,7
814,7
14139,13
34539,11
26794,15
33060,13
5980,10
24674,5
44023,10
45303,11
13288,0
42962,10
44092,2
41444,2
1446,4
10476,3
35718,11
13259,8
27143,11
46627,9
29427,8
6987,15
49096,1
7732,11
32594,12
27616,11
20287,4
24745,2
10473,2
18704,15
13769,10
36149,13
16838,6
8168,11
32755,15
24210,11
31782,1
27177,2
33214,9
48824,5
1007,13
12865,8
40843,15
33767,11
9556,2
32255,3
15510,6
22720,7
18359,0
2779,3
28864,2
39857,1
48106,5
29573,13
18374,13
8883,12
8556,10
15388,12
35926,10
4260,3
44413,13
5478,3
33385,11
3529,15
29475,13
17896,0
15861,5
44707,3
47678,13
29593,13
32954,8
27617,7
32708,9
24325,5
7725,7
4640,12
28458,4
10124,3
20807,12
14128,15
16603,7
37748,1
14434,6
31495,8
45182,10
23288,11
18749,5
39470,14
5557,10
17729,15
10986,0
12433,5
21214,0
33775,7
35831,11
45832,6
16401,9
26117,2
30136,10
13789,15
43064,9
8723,13
45181,3
45684,5
14618,10
5108,6
34482,7
31308,11
39035,15
39771,14
18497,13
33631,0
20761,10
47648,6
39057,7
37730,11
26110,7
3364,11
32060,10
14066,11
16750,12
12289,10
27380,11
27061,5
42857,6
27101,2
6543,7
48434,15
5639,11
33018,12
21601,7
19150,7
18371,2
24260,2
36800,13
10585,6
22026,3
42268,13
30870,10
5676,6
16407,8
3072,9
39749,5
13031,13
48833,5
3102,11
14124,11
23370,5
35494,3
36597,11
39388,9
5394,12
44169,15
11219,15
14329,6
33941,14
16216,2
28080,6
1739,4
6359,0
49565,15
2109,11
33909,8
16055,11
24869,10
46818,15
8935,5
36797,15
43830,15
2843,10
22944,11
24214,7
1962,10
15623,5
16973,11
6167,15
9900,9
13948,0
25910,8
45667,2
1910,1
21125,11
5637,3
24630,7
8765,15
6375,11
40882,1
27267,10
45309,12
39694,3
9743,0
17455,5
1802,7
28194,8
23258,0
42638,10
2066,12
88,8
43249,13
20546,2
33424,3
36132,11
711,5
724,11
14201,7
23894,4
41538,7
11957,0
26891,10
46973,10
8620,10
41095,7
14542,3
23049,4
6706,11
19930,11
30771,13
9024,4
9869,7
46739,5
1510,10
43364,3
5626,5
24935,10
14431,12
4880,2
21508,10
44782,12
22661,13
8046,12
14338,8
31406,10
42003,10
43704,11
48405,13
6222,10
466,11
27648,11
42940,11
263,10
20238,15
48147,11
19837,0
35300,9
26326,15
23968,11
7257,3
24394,0
1557,15
5351,14
15663,12
43517,10
48419,0
1926,15
8128,11
9886,7
18528,10
11156,5
43974,12
5459,8
15511,10
29801,11
39360,10
3751,11
48201,5
9773,2
43772,14
30440,7
17433,0
32409,2
43976,1
3765,0
31985,11
22271,2
33765,15
46576,15
47496,4
16099,11
24537,13
44943,1
14961,2
1815,13
19636,0
5276,5
12727,5
23131,9
19983,2
20103,8
36561,12
48745,8
13906,0
4991,12
21406,3
43853,4
2836,4
13687,5
13081,11
41434,15
24816,6
9019,2
29662,7
13135,11
2131,0
40154,10
39330,11
40987,3
14605,5
25765,5
26851,5
41897,13
29703,0
47687,1
29881,13
24686,8
49259,2
48604,11
48682,5
13147,3
20012,8
48207,8
34448,13
47697,15
24928,8
21491,7
24826,11
26039,1
10930,0
42605,3
15775,15
11939,7
19751,11
9799,13
7403,6
5077,7
11626,14
12690,12
47177,4
29066,10
10885,11
18518,0
44135,11
40871,13
37856,5
33251,5
21728,11
43949,9
17752,7
20387,6
2112,0
877,3
9117,1
41533,7
48300,1
49553,9
8165,14
20277,15
44580,10
41734,6
48984,7
47597,9
9557,2
6413,10
16714,0
1103,11
30395,0
31133,9
9646,11
26089,11
32051,3
49167,12
42312,10
20471,5
13620,13
11412,6
20801,10
18961,5
18080,6
12806,12
34833,6
3980,12
21081,9
8451,15
18934,5
15385,13
12484,14
15105,3
37566,10
15755,13
10938,11
15976,10
25237,6
26693,4
4076,15
41827,11
24776,3
37869,1
12362,10
28536,2
5566,12
17378,7
962,13
24571,11
34210,5
9855,5
26130,0
27556,15
36660,11
36176,11
26099,6
15800,13
37342,2
32595,9
46911,8
11936,15
17690,5
30228,0
30026,9
847,11
12672,11
14406,10
37369,8
17029,11
43884,1
3402,7
41141,7
11757,11
36956,15
11427,5
22972,15
40579,10
45643,10
14121,5
1271,7
45958,11
25950,11
16565,11
12054,3
13801,15
34119,6
26683,0
22930,15
9051,10
43936,10
27630,11
49254,15
1806,11
32131,1
46179,10
41826,11
14777,11
40837,12
16812,11
10696,11
41372,10
46465,6
31181,15
7414,7
36643,1
38232,12
20305,10
5553,3
48168,3
17117,10
43543,7
21090,15
19558,10
31145,7
12637,14
39650,7
38887,11
45262,3
4168,1
7598,14
15120,3
24681,0
41956,3
5452,10
37792,1
7364,4
44040,0
37777,11
9664,3
22419,5
14467,6
42621,5
41247,7
13227,0
40712,7
5221,2
760,10
45719,11
46309,9
19564,0
20393,13
28579,10
22858,10
40500,10
46337,11
41651,11
32532,11
22252,14
29698,8
22340,15
5475,10
36171,1
20516,15
14258,3
862,14
33716,2
42644,11
37293,11
18309,11
42204,3
21456,7
2399,10
48461,0
42706,15
46272,11
31556,10
38826,14
29273,5
5751,3
11456,11
29560,12
7472,3
46743,15
45866,5
32535,10
45987,4
32689,11
24347,5
15648,7
2163,15
47271,10
41715,10
11511,11
1698,15
40970,2
101,1
48723,6
12870,6
3112,10
20319,9
46305,4
38599,7
15451,5
14601,8
9066,0
27997,3
35538,3
29426,1
7401,10
26991,5
58,7
15635,15
8380,11
35193,9
15843,6
20680,2
10424,7
13100,10
4016,0
15177,11
46697,2
41174,11
2967,15
30789,7
31156,0
40311,1
38348,11
42226,12
1697,10
20750,3
19235,15
42668,3
4226,11
8585,7
2409,7
21900,10
37058,11
13961,11
37363,1
9183,12
44719,10
15162,9
50,14
11179,3
10292,5
44915,12
2885,13
28246,12
29222,13
42409,13
44183,3
39684,9
6865,10
10831,15
41134,9
20961,15
7260,5
16563,1
3142,15
48844,15
6051,11
35671,7
47159,10
48131,7
21756,3
19416,11
15795,15
9677,11
32438,6
15387,11
17501,11
46359,9
17259,5
20724,8
44373,4
24918,1
43123,7
12509,7
47416,2
22268,5
17995,2
25986,8
13388,15
12663,7
32772,10
152,13
35905,3
19955,14
3453,6
27039,10
10485,8
17183,2
10911,10
29026,7
12778,9
41663,2
41177,7
4862,15
45835,0
31557,5
29552,12
33221,3
42307,5
30425,12
43204,5
12352,2
17075,8
29717,10
24460,8
536,10
20864,11
22393,6
5539,11
4355,11
31559,15
32484,15
38733,3
13448,7
41972,3
37935,8
6866,11
46808,4
23517,14
42446,4
41021,1
3409,2
23810,8
19746,5
37572,3
1737,10
29307,5
47391,13
11408,12
23109,4
8088,6
11005,10
5210,6
8518,12
26388,15
43034,13
4417,4
25385,13
12655,15
39184,11
23671,3
12554,3
45774,4
12649,15
22910,4
6973,15
5806,11
41351,2
29728,10
8541,13
13007,15
40828,13
43053,10
44125,15
47353,9
3749,6
2366,2
37382,10
16687,10
47371,3
12455,6
36189,1
11634,7
13111,3
23681,13
45493,15
8071,5
31654,3
8850,10
24587,6
35372,5
40426,3
7228,11
415,3
8515,6
38679,2
21298,5
24114,4
14022,11
40935,11
12023,10
49312,1
20965,6
38537,10
23839,5
42543,11
12944,5
18965,5
5984,0
6974,5
34918,11
31740,4
44127,10
9995,6
9269,14
39960,4
42989,10
41580,8
8135,15
47085,10
19699,6
21789,7
41878,5
37309,11
9860,3
7148,10
43609,8
32580,9
35728,13
15616,2
41022,0
28256,14
20127,4
42871,10
26085,7
46501,11
31669,11
40301,6
4267,3
8990,6
9069,9
13280,11
18515,11
24601,7
36204,7
4223,0
19794,11
40826,3
29966,8
49289,12
33581,6
8391,11
34731,0
21411,5
33117,5
12754,11
32356,11
4020,0
44634,3
26441,11
43763,1
20265,7
35317,10
22317,11
11216,13
40604,15
27226,6
47374,3
36619,15
4021,11
27828,7
13886,6
44693,0
18602,7
11850,3
6053,0
19198,3
3632,6
21557,10
26504,11
8432,15
31117,5
27847,0
11671,5
25141,13
1919,4
17146,10
17727,15
18185,14
18738,13
47955,7
23835,5
45561,11
32622,11
46033,3
19130,7
8819,2
18069,5
49502,2
30118,15
19543,8
44545,14
41542,7
48249,7
3494,6
19289,11
2895,5
28727,0
21192,11
26920,8
9609,11
19076,10
27966,3
791,14
46563,3
43031,10
36309,10
43067,6
3258,0
46399,13
17321,11
5100,10
38655,1
30929,6
11389,2
18007,6
23315,5
42803,15
36838,11
32614,11
29713,6
46379,8
7160,8
27605,5
34374,2
39243,11
29117,8
19763,11
22285,6
20485,5
44053,2
27413,15
32679,6
28130,0
39126,10
12265,0
37482,5
38829,11
6993,10
16725,7
33363,8
26351,15
39320,2
20707,6
20605,4
9550,0
49083,5
17039,0
36761,10
4939,5
18496,11
11164,10
3154,1
24756,15
47365,1
28849,5
46429,10
48478,15
44468,14
4205,1
12314,0
19066,13
26306,10
19166,0
7575,3
26063,15
42438,12
26414,14
30553,10
17955,0
33513,7
2240,11
16882,11
37059,1
13279,8
30156,10
3696,1
19910,7
9245,10
48297,1
27615,9
30150,2
5131,11
30938,15
1073,15
9645,2
9958,13
1747,13
37771,3
11096,10
6797,4
15761,11
26733,2
25829,7
4895,8
38193,9
13096,8
14522,3
8520,5
21217,2
42444,12
6798,3
38389,3
35531,5
20600,5
14174,12
27275,0
44837,1
40015,8
17890,5
21413,8
43180,1
43074,15
15727,15
11747,10
47324,8
8322,6
4301,10
6313,7
42918,5
11941,3
43653,6
48638,6
44651,14
48700,13
8890,14
4564,0
42128,13
12336,15
24321,10
34281,10
45808,8
36242,12
12907,5
23098,10
18948,15
23962,13
348,9
33538,0
10349,3
16729,5
18073,13
39381,11
26030,7
15912,10
8083,10
49131,3
23995,12
6494,15
25165,13
16703,13
48395,9
29649,11
14348,10
36203,7
23790,15
16434,11
17844,7
33343,10
5840,5
41987,11
1270,2
41702,13
39391,11
23241,11
34923,10
35039,6
30736,6
37659,8
6541,10
6298,10
13717,11
45695,10
41843,4
33672,3
18638,10
47142,10
21927,11
12584,5
19563,6
21785,10
41194,11
46158,6
37144,1
17379,7
14871,7
37413,11
33186,13
2462,15
18230,15
36288,2
3671,15
3224,2
38543,2
20349,5
47467,7
23341,8
30657,8
4430,11
5763,5
14080,8
14365,0
34021,2
20619,4
17022,2
19346,0
30968,3
29610,7
37158,3
27489,13
12914,11
32545,10
16398,3
26934,0
42470,9
24849,6
21917,11
45986,15
36391,15
19861,0
45917,3
3155,11
35380,11
37655,10
40800,1
32330,2
16107,11
33567,15
6112,14
15877,4
30493,7
36616,14
31086,9
18997,0
25525,7
19026,4
40216,5
33172,11
6270,5
41082,3
1140,12
8924,0
25133,15
22021,9
14762,12
8065,2
1848,4
45442,3
32518,3
40365,10
1838,8
13805,13
40547,10
26204,6
17851,8
14546,15
48708,9
10028,10
7917,11
23731,13
48256,11
36497,1
684,1
30472,1
45839,13
22969,10
3304,13
5629,11
47248,15
41161,12
31217,13
7890,5
29283,7
30164,3
19727,8
9992,8
34355,5
31860,11
12240,11
24972,10
1718,2
26973,0
11619,5
23191,7
27042,10
28689,10
14221,7
32789,15
13585,6
17835,13
46040,5
19977,11
45376,4
7001,10
40244,3
21623,7
27919,15
43115,11
2677,15
35509,12
569,1
15356,8
32196,10
30074,6
16272,11
41068,12
34452,11
31970,2
29862,11
24030,3
48535,5
43368,2
24961,11
28922,7
33449,13
41523,4
24516,3
1801,15
44882,5
20907,12
26679,0
28391,7
36007,1
45558,2
19194,11
40607,6
44996,13
21000,11
44598,3
21929,14
41914,10
17843,3
41706,11
20353,11
10357,7
39698,5
40857,10
32130,4
39478,7
23606,11
8540,11
2216,12
25616,3
21630,14
26148,0
14394,13
24369,13
5896,11
35285,6
2321,13
29074,3
30806,9
10348,5
3715,8
16366,6
47792,11
32900,7
25095,2
41292,0
45821,4
39645,15
21590,13
14711,11
1443,10
11199,6
35286,6
27055,4
6470,11
37338,11
48024,1
14856,10
31655,11
48353,15
19063,5
2635,3
33761,1
45242,15
2948,3
4869,15
24522,10
49107,9
33052,9
45319,11
22354,6
42321,10
15050,5
30584,11
33875,5
40262,13
33140,13
11029,15
44810,15
8796,7
47915,5
28258,0
24234,13
38865,15
12491,5
11765,0
6536,5
24406,7
41404,15
47193,7
43452,11
39386,4
6954,3
38127,1
19667,4
48701,7
16667,3
973,7
48648,10
49157,9
17974,14
38459,15
48949,10
39480,10
32805,12
30583,9
21062,0
45396,6
41132,11
21478,3
40811,7
5666,11
4548,12
32504,10
31776,9
2050,13
34424,3
17678,0
13036,0
29934,2
46068,2
46426,3
1305,3
23066,2
48611,10
40124,2
22945,6
41607,6
33376,15
43817,3
30301,5
39601,9
4459,11
13568,12
41355,10
37315,15
48699,11
47514,15
21970,2
40341,8
12823,5
42910,13
28586,15
44563,11
836,3
21841,3
31332,10
47,2
35725,10
18525,5
41317,15
26819,12
12743,11
46954,11
37103,3
11812,10
36367,4
10886,11
36988,10
19770,4
28820,11
36725,13
40738,3
40842,10
29876,12
24423,5
42764,8
6602,7
35398,15
18585,5
17585,7
14242,10
17731,0
35318,14
17983,4
40757,14
38683,11
41612,10
12784,12
47472,3
13384,8
34971,7
28557,3
109,11
10317,11
22658,14
44664,4
34538,11
39389,12
19169,15
37298,11
10653,10
48179,15
34357,2
11931,5
27893,5
27076,11
12426,4
11954,0
21775,3
41391,1
35397,1
11478,2
25536,3
43719,13
10269,15
12759,5
10416,12
26428,7
11722,3
34136,9
32461,15
49303,15
45802,6
46227,5
39214,13
25817,14
21962,13
1529,4
33477,10
40308,7
24788,3
21668,7
35749,6
45105,11
15751,15
48692,10
13681,4
13015,14
22296,15
29565,4
18352,14
5670,15
1789,2
1438,11
21832,7
32020,13
34116,10
2039,14
42883,11
10727,7
23764,11
27896,9
40827,1
44231,10
47337,14
17892,11
46863,5
33662,10
32567,2
23683,3
35472,10
36066,9
33660,13
10400,2
17438,13
8290,11
18944,11
25215,8
1549,10
36369,11
18693,6
17723,14
22458,11
46964,1
30215,15
23347,11
11887,7
6857,10
8905,2
7367,10
11484,5
46887,10
14712,6
21256,10
17790,2
35297,6
32725,6
26315,4
46038,5
30565,8
20175,3
31265,6
12328,13
10818,9
20796,13
32572,15
3134,9
24238,0
29805,12
21797,7
33907,2
42539,11
32647,4
38972,11
10959,4
23196,11
12123,2
10542,4
31628,0
31457,9
38122,13
643,9
37710,5
37713,11
9604,2
42505,14
19391,5
36372,15
45760,4
39048,11
24170,13
33030,11
16470,6
32425,13
6819,3
22128,12
4318,5
39354,14
39419,5
35860,10
35456,6
997,7
39165,11
13433,7
7975,7
33271,5
16790,12
7114,15
19811,6
45183,0
43654,3
14469,11
11194,11
6606,10
20766,3
40555,10
21520,11
10577,11
34849,0
47833,6
4852,13
9317,11
32064,11
21744,4
49562,5
30772,5
48863,1
44676,10
19718,5
23677,11
19121,11
15568,11
20741,3
22278,10
30479,11
48695,6
25912,11
9777,11
44622,10
20953,3
14492,11
20720,2
18426,10
11315,0
25424,10
25383,0
21129,2
48657,3
17887,15
37531,11
35114,3
17057,14
13500,2
17771,14
23812,11
23712,4
33743,15
6965,1
3614,3
18091,7
48691,14
32785,6
8426,9
1713,6
35812,1
36381,6
19951,11
45892,10
35449,10
36317,5
43776,10
18571,10
23881,11
36607,1
49488,4
42961,11
12244,5
8068,12
47701,7
20032,3
30885,15
9264,0
40856,11
4821,4
48796,12
32577,12
4150,0
8727,1
20937,3
41857,2
10089,11
20352,10
9124,2
4008,5
28545,15
18982,6
44381,0
30934,0
30141,0
457,7
10764,0
18911,11
30648,4
29851,2
31046,7
22955,11
2585,13
16730,9
10055,6
41782,9
19539,10
31567,11
30489,9
24805,3
18856,11
7562,6
23197,5
18802,15
18501,11
32359,3
21150,9
36582,10
6345,10
13158,5
33361,11
30069,3
9455,13
32110,10
30585,12
29795,11
4840,3
28461,7
38590,8
18853,10
46732,3
41185,13
47042,10
19980,5
38967,8
16014,4
37316,10
39116,5
35475,12
47198,10
13188,10
24646,2
45438,10
35244,11
48889,5
19434,8
41710,15
24824,10
4159,11
23129,15
39788,11
13231,8
9841,1
21956,11
40879,12
38198,10
6111,10
22766,15
21660,10
30902,2
32918,11
37299,14
11605,11
12370,7
21241,5
3094,6
11727,6
23167,0
35683,10
11696,11
6962,15
14031,5
21470,11
4761,12
18475,2
40331,13
5653,8
22467,2
11558,2
37905,4
31619,2
12202,10
4378,7
47443,7
22039,10
13900,15
27635,10
3697,15
37819,7
30649,4
16502,2
38248,3
39923,9
45029,7
38969,7
45392,13
25207,11
26451,13
42896,7
42302,6
42733,7
6681,3
5116,10
31348,5
42263,8
25513,4
37628,14
20145,7
5595,3
28118,7
38823,5
17609,0
31462,2
18034,8
42498,15
3736,6
2105,11
39279,11
32955,0
46129,8
8713,15
10726,0
43578,1
46002,11
34759,6
6600,12
44159,11
5625,5
44500,11
44262,6
30274,7
12892,2
39283,9
27034,15
21504,7
8191,10
36778,3
22857,5
16860,10
7678,13
23928,0
24272,5
20886,11
26750,4
42218,14
46919,11
22823,10
22422,12
36039,1
1589,11
40953,12
47195,7
41992,14
18445,2
35206,4
697,2
30060,6
23758,4
19402,11
29636,6
21253,7
30756,0
7473,11
1902,12
48190,11
28924,10
19908,14
41931,11
34299,15
44787,3
8259,11
39219,1
23643,11
35327,7
20029,5
20163,11
10362,8
1883,5
48377,1
34573,7
30634,5
30330,5
1657,11
45788,3
42710,5
44807,13
15506,5
3790,10
30067,3
6588,6
43375,7
26836,5
31200,3
49582,13
24436,4
2754,8
43874,12
23627,3
25531,7
25595,10
39006,8
26859,15
28116,7
17192,8
3037,11
22242,13
20536,6
36774,5
23830,7
30919,7
7183,0
9025,7
16835,8
39334,15
40933,11
48894,10
1134,13
27343,9
23497,0
19825,10
69,15
16629,2
294,5
4120,15
26761,13
29486,3
8104,11
44659,12
7582,11
25350,5
1955,5
1684,1
1472,5
8004,11
35929,10
32989,5
8238,11
10053,10
48603,8
31832,15
5851,1
42311,10
1555,8
436,10
45761,11
5905,14
34175,11
4560,10
11899,12
47306,9
41945,11
33178,8
31085,13
9606,8
47407,12
29437,2
29332,6
16264,8
16381,10
4617,3
14014,5
19037,11
39333,9
30097,11
33478,10
250,2
19684,6
489,6
10202,4
24464,3
47713,10
6093,12
32759,15
44313,5
31249,15
10229,11
34455,15
48943,6
10877,0
21078,7
42205,7
6383,11
14506,11
41276,11
7530,5
6853,11
12372,10
12721,10
33901,7
24156,11
36147,1
34720,8
7925,3
2181,10
4429,3
49250,3
18811,13
10200,2
17159,3
20379,4
37260,11
24361,5
38549,3
3045,11
47719,11
21548,8
18661,12
669,14
43767,7
6402,8
32608,7
33730,11
38732,13
4661,1
1286,1
23807,6
25769,5
43087,5
46011,8
28123,0
33595,15
40899,8
931,5
36235,14
27883,0
4250,11
6699,15
29372,7
22444,6
14592,8
37954,13
27981,10
12011,15
44924,10
46844,10
37375,8
34848,7
3551,3
44080,11
47245,7
48349,11
32797,11
4432,11
18610,15
32569,12
41951,11
23721,7
31471,9
22968,8
13152,6
7783,4
29977,13
21023,0
47571,11
8288,7
17876,12
19592,1
8735,2
43700,13
24228,2
2234,15
483,11
42548,1
16184,0
5973,2
15184,14
38944,15
13357,10
9429,10
36077,11
19364,4
29408,8
22048,0
18909,4
18444,5
3648,3
35130,3
27787,2
36006,11
23869,6
17031,12
20187,5
23773,3
33997,7
28429,2
31527,10
26790,14
1661,11
4851,3
43345,12
5333,14
25828,0
26064,14
13337,3
18373,10
35115,3
42721,5
38629,3
1777,4
7470,11
38171,12
18192,2
37125,3
26010,3
42760,7
47497,11
46025,11
41468,2
40626,5
37714,11
24753,7
26503,11
2120,3
10970,0
20185,5
28188,14
26941,6
35525,10
44657,11
3064,10
7227,13
13471,14
29193,14
31168,6
6381,5
25127,10
16826,6
21252,15
9165,15
22112,7
43346,6
30483,13
38559,8
33893,0
4943,10
14665,0
34341,2
39984,12
4324,11
4017,10
9349,7
48414,8
48887,8
23720,5
12879,13
35729,10
19839,5
47574,12
20578,4
25418,11
26869,2
22892,6
39277,1
3157,7
47040,14
33629,14
48937,15
37980,11
28093,0
42931,11
19181,11
3002,11
6005,10
42059,11
8563,6
27946,12
14782,11
36640,11
5267,6
40049,11
48466,5
17448,10
38936,6
45852,10
29516,7
45739,10
648,11
13804,12
43768,5
1603,9
28676,4
18677,14
2507,13
42999,6
46690,5
8052,5
22619,7
8440,5
41560,7
37276,4
36866,15
3676,15
10129,7
32766,3
8688,1
40397,3
39670,12
10102,10
3516,5
19443,6
25058,2
5794,11
6531,14
41908,9
3893,10
45056,5
26342,7
43513,11
22907,3
25571,5
22537,10
30911,14
34118,3
33864,5
28279,11
6386,11
39559,2
45478,3
10069,15
11260,8
17151,13
12781,15
40867,3
23860,12
20692,0
32512,3
26633,12
1968,11
21579,0
10803,8
12993,12
8296,5
10766,11
16880,5
7292,11
19954,15
11512,7
8114,15
7918,6
12350,11
15957,5
35630,10
39055,7
43328,8
49393,13
26090,10
43117,11
10240,8
34874,8
2616,10
41647,10
30532,11
41531,7
1431,14
34878,3
24877,3
12198,7
39939,3
4314,15
15925,6
47669,12
35940,7
25310,15
24845,3
27217,14
48817,12
13542,10
7576,0
19227,10
32568,5
14511,9
32195,11
19027,5
7054,11
38963,15
44460,0
19494,7
31010,6
18874,7
19248,11
261,9
41852,11
3720,12
11127,13
6679,3
37958,3
38473,7
24609,3
26921,4
48531,3
40474,9
44936,11
14798,4
26674,0
15931,0
18327,0
7317,11
8742,1
32031,15
20178,10
33122,2
38639,1
4344,10
39908,3
35660,0
15279,5
3073,5
1744,7
20948,11
11349,11
45828,6
14555,8
6952,10
34550,1
39338,10
23294,0
33984,6
11830,10
19441,11
33284,4
1085,5
8338,2
12208,10
20474,5
45321,3
254,6
24722,3
3546,5
38143,10
22005,13
27126,6
23718,5
49104,6
25881,5
13727,5
33663,9
2996,4
8514,5
39827,10
12424,14
47691,4
40774,10
6859,2
44284,1
8070,4
18040,5
43983,12
44176,7
1929,9
44006,9
165,14
8870,11
33503,4
25831,7
24445,5
23356,15
34409,9
7322,11
18217,2
33808,2
38262,11
2114,13
11209,0
24495,7
13428,5
34345,5
8413,6
4630,10
11541,15
33389,10
43694,15
31194,14
2557,11
43988,12
8233,11
11143,10
24470,15
14923,12
41732,2
32909,11
41342,13
18940,0
15543,13
24620,11
37553,11
38033,4
36692,11
14227,7
48847,1
24595,7
49364,11
44716,3
29102,5
14855,10
20771,15
47882,11
40047,10
46875,10
584,10
33307,11
46447,1
13122,11
44112,3
9970,7
966,2
21650,10
7019,10
49144,9
31872,11
4923,11
47831,8
41348,15
49596,6
30193,10
21101,7
16872,15
36265,3
34017,13
40894,15
14058,9
34989,10
29659,10
25025,8
12089,5
25018,10
24777,8
31620,14
35851,11
20622,5
34771,10
5162,5
22087,7
4538,15
28620,7
27058,13
9902,14
30807,9
27452,0
32833,10
19606,7
19177,9
15448,3
26803,11
29385,5
47983,3
7428,6
19797,12
8477,10
33883,5
28550,9
27611,5
15361,11
25924,15
38448,3
46108,7
11154,5
19880,10
47553,7
20897,12
4276,0
29138,14
10853,15
46372,7
34588,15
44395,11
141,9
10852,8
33844,2
15518,13
39486,1
30845,15
7165,8
40095,7
2504,9
6955,2
42154,15
19765,10
37295,3
15167,6
12319,15
235,15
1188,12
21989,2
16801,5
43812,13
38270,15
924,15
30873,15
40218,11
16370,13
15098,10
16053,3
18416,10
38846,11
30829,11
26642,0
30518,7
2274,11
1143,4
16928,10
6408,10
49106,6
26448,7
27054,11
46688,9
2994,7
26862,0
48487,12
30743,3
13291,9
36559,2
29961,13
6991,6
28773,6
8852,2
25024,3
9884,10
17242,3
22126,15
29129,8
23421,0
38680,2
44100,11
47053,2
16327,11
40528,13
12828,11
48596,6
28618,5
21545,11
2144,15
17858,3
32108,10
5220,5
7771,15
19921,15
21938,3
48092,1
48162,3
17324,11
5917,1
1299,14
27835,4
14917,15
29612,11
31382,4
28556,3
17720,14
19909,11
29208,11
38570,2
32734,10
